filename,source_dataset,split
THM_00078_00138.tif,pv_thermal_inspection,train
THM_00078_00139.tif,pv_thermal_inspection,train
THM_00078_00140.tif,pv_thermal_inspection,train
THM_00078_00141.tif,pv_thermal_inspection,train
THM_00078_00142.tif,pv_thermal_inspection,train
THM_00078_00143.tif,pv_thermal_inspection,train
THM_00078_00144.tif,pv_thermal_inspection,train
THM_00078_00145.tif,pv_thermal_inspection,train
THM_00078_00146.tif,pv_thermal_inspection,train
THM_00078_00147.tif,pv_thermal_inspection,train
THM_00078_00148.tif,pv_thermal_inspection,train
THM_00078_00149.tif,pv_thermal_inspection,train
THM_00078_00150.tif,pv_thermal_inspection,train
THM_00078_00151.tif,pv_thermal_inspection,train
THM_00078_00152.tif,pv_thermal_inspection,train
THM_00078_00153.tif,pv_thermal_inspection,train
THM_00078_00154.tif,pv_thermal_inspection,train
THM_00078_00155.tif,pv_thermal_inspection,holdout
THM_00078_00156.tif,pv_thermal_inspection,train
THM_00078_00157.tif,pv_thermal_inspection,train
THM_00078_00158.tif,pv_thermal_inspection,train
THM_00078_00159.tif,pv_thermal_inspection,train
THM_00078_00160.tif,pv_thermal_inspection,train
THM_00078_00161.tif,pv_thermal_inspection,train
THM_00078_00162.tif,pv_thermal_inspection,train
THM_00078_00163.tif,pv_thermal_inspection,train
THM_00078_00164.tif,pv_thermal_inspection,train
THM_00078_00165.tif,pv_thermal_inspection,train
THM_00078_00166.tif,pv_thermal_inspection,train
THM_00078_00167.tif,pv_thermal_inspection,holdout
THM_00078_00168.tif,pv_thermal_inspection,train
THM_00078_00169.tif,pv_thermal_inspection,train
THM_00078_00170.tif,pv_thermal_inspection,train
THM_00078_00171.tif,pv_thermal_inspection,train
THM_00078_00172.tif,pv_thermal_inspection,holdout
THM_00078_00173.tif,pv_thermal_inspection,holdout
THM_00078_00174.tif,pv_thermal_inspection,train
THM_00078_00175.tif,pv_thermal_inspection,train
THM_00078_00176.tif,pv_thermal_inspection,train
THM_00078_00177.tif,pv_thermal_inspection,train
THM_00078_00178.tif,pv_thermal_inspection,train
THM_00078_00179.tif,pv_thermal_inspection,train
THM_00078_00180.tif,pv_thermal_inspection,train
THM_00078_00181.tif,pv_thermal_inspection,holdout
THM_00078_00182.tif,pv_thermal_inspection,train
THM_00078_00183.tif,pv_thermal_inspection,train
THM_00078_00184.tif,pv_thermal_inspection,train
THM_00078_00185.tif,pv_thermal_inspection,train
THM_00078_00186.tif,pv_thermal_inspection,train
THM_00078_00187.tif,pv_thermal_inspection,holdout
THM_00078_00188.tif,pv_thermal_inspection,train
THM_00078_00189.tif,pv_thermal_inspection,train
THM_00078_00190.tif,pv_thermal_inspection,holdout
THM_00078_00191.tif,pv_thermal_inspection,train
THM_00078_00192.tif,pv_thermal_inspection,train
THM_00078_00193.tif,pv_thermal_inspection,train
THM_00078_00194.tif,pv_thermal_inspection,train
THM_00078_00195.tif,pv_thermal_inspection,train
THM_00078_00196.tif,pv_thermal_inspection,holdout
THM_00078_00197.tif,pv_thermal_inspection,train
THM_00078_00198.tif,pv_thermal_inspection,train
THM_00078_00199.tif,pv_thermal_inspection,train
THM_00078_00200.tif,pv_thermal_inspection,train
THM_00078_00201.tif,pv_thermal_inspection,train
THM_00078_00202.tif,pv_thermal_inspection,train
THM_00078_00203.tif,pv_thermal_inspection,train
THM_00078_00204.tif,pv_thermal_inspection,train
THM_00078_00205.tif,pv_thermal_inspection,train
THM_00078_00206.tif,pv_thermal_inspection,holdout
THM_00078_00207.tif,pv_thermal_inspection,holdout
THM_00078_00208.tif,pv_thermal_inspection,train
THM_00078_00209.tif,pv_thermal_inspection,train
THM_00078_00210.tif,pv_thermal_inspection,train
THM_00078_00211.tif,pv_thermal_inspection,train
THM_00078_00212.tif,pv_thermal_inspection,train
THM_00078_00213.tif,pv_thermal_inspection,train
THM_00078_00214.tif,pv_thermal_inspection,train
THM_00078_00215.tif,pv_thermal_inspection,train
THM_00078_00216.tif,pv_thermal_inspection,train
THM_00078_00217.tif,pv_thermal_inspection,train
THM_00078_00218.tif,pv_thermal_inspection,train
THM_00078_00219.tif,pv_thermal_inspection,train
THM_00078_00220.tif,pv_thermal_inspection,train
THM_00078_00221.tif,pv_thermal_inspection,train
THM_00078_00222.tif,pv_thermal_inspection,holdout
THM_00078_00223.tif,pv_thermal_inspection,train
THM_00078_00224.tif,pv_thermal_inspection,train
THM_00078_00225.tif,pv_thermal_inspection,train
THM_00078_00226.tif,pv_thermal_inspection,train
THM_00078_00227.tif,pv_thermal_inspection,train
THM_00078_00228.tif,pv_thermal_inspection,train
THM_00078_00229.tif,pv_thermal_inspection,train
THM_00078_00230.tif,pv_thermal_inspection,train
THM_00078_00231.tif,pv_thermal_inspection,train
THM_00078_00232.tif,pv_thermal_inspection,train
THM_00078_00233.tif,pv_thermal_inspection,holdout
THM_00078_00234.tif,pv_thermal_inspection,train
THM_00078_00235.tif,pv_thermal_inspection,train
THM_00078_00236.tif,pv_thermal_inspection,train
THM_00078_00237.tif,pv_thermal_inspection,train
THM_00078_00238.tif,pv_thermal_inspection,holdout
THM_00078_00239.tif,pv_thermal_inspection,holdout
THM_00078_00240.tif,pv_thermal_inspection,train
THM_00078_00241.tif,pv_thermal_inspection,train
THM_00078_00242.tif,pv_thermal_inspection,train
THM_00078_00243.tif,pv_thermal_inspection,train
THM_00078_00244.tif,pv_thermal_inspection,train
THM_00078_00245.tif,pv_thermal_inspection,train
THM_00078_00246.tif,pv_thermal_inspection,train
THM_00078_00247.tif,pv_thermal_inspection,train
THM_00078_00248.tif,pv_thermal_inspection,train
THM_00078_00249.tif,pv_thermal_inspection,train
THM_00078_00250.tif,pv_thermal_inspection,train
THM_00078_00251.tif,pv_thermal_inspection,train
THM_00078_00252.tif,pv_thermal_inspection,train
THM_00078_00253.tif,pv_thermal_inspection,train
THM_00078_00254.tif,pv_thermal_inspection,train
THM_00078_00255.tif,pv_thermal_inspection,train
THM_00078_00256.tif,pv_thermal_inspection,train
THM_00078_00257.tif,pv_thermal_inspection,train
THM_00078_00258.tif,pv_thermal_inspection,train
THM_00078_00259.tif,pv_thermal_inspection,train
THM_00078_00261.tif,pv_thermal_inspection,train
THM_00078_00262.tif,pv_thermal_inspection,train
THM_00078_00263.tif,pv_thermal_inspection,train
THM_00078_00264.tif,pv_thermal_inspection,train
THM_00078_00265.tif,pv_thermal_inspection,train
THM_00078_00266.tif,pv_thermal_inspection,holdout
THM_00078_00268.tif,pv_thermal_inspection,train
THM_00078_00269.tif,pv_thermal_inspection,train
THM_00078_00270.tif,pv_thermal_inspection,train
THM_00078_00271.tif,pv_thermal_inspection,train
THM_00078_00272.tif,pv_thermal_inspection,train
THM_00078_00273.tif,pv_thermal_inspection,train
THM_00078_00274.tif,pv_thermal_inspection,train
THM_00078_00275.tif,pv_thermal_inspection,train
THM_00078_00276.tif,pv_thermal_inspection,train
THM_00078_00277.tif,pv_thermal_inspection,holdout
THM_00078_00278.tif,pv_thermal_inspection,holdout
THM_00078_00279.tif,pv_thermal_inspection,train
THM_00078_00280.tif,pv_thermal_inspection,train
THM_00078_00281.tif,pv_thermal_inspection,train
THM_00078_00282.tif,pv_thermal_inspection,train
THM_00078_00283.tif,pv_thermal_inspection,train
THM_00078_00284.tif,pv_thermal_inspection,train
THM_00078_00285.tif,pv_thermal_inspection,train
THM_00078_00286.tif,pv_thermal_inspection,train
THM_00078_00287.tif,pv_thermal_inspection,train
THM_00078_00288.tif,pv_thermal_inspection,train
THM_00078_00289.tif,pv_thermal_inspection,train
THM_00078_00290.tif,pv_thermal_inspection,train
THM_00078_00291.tif,pv_thermal_inspection,train
THM_00078_00292.tif,pv_thermal_inspection,holdout
THM_00078_00293.tif,pv_thermal_inspection,train
THM_00078_00294.tif,pv_thermal_inspection,train
THM_00078_00295.tif,pv_thermal_inspection,train
THM_00078_00296.tif,pv_thermal_inspection,train
THM_00078_00297.tif,pv_thermal_inspection,train
THM_00078_00298.tif,pv_thermal_inspection,train
THM_00078_00299.tif,pv_thermal_inspection,train
THM_00078_00300.tif,pv_thermal_inspection,train
THM_00078_00301.tif,pv_thermal_inspection,train
THM_00078_00302.tif,pv_thermal_inspection,train
THM_00078_00303.tif,pv_thermal_inspection,train
THM_00078_00304.tif,pv_thermal_inspection,train
THM_00078_00305.tif,pv_thermal_inspection,train
THM_00078_00306.tif,pv_thermal_inspection,train
THM_00078_00307.tif,pv_thermal_inspection,train
THM_00078_00308.tif,pv_thermal_inspection,train
THM_00078_00309.tif,pv_thermal_inspection,train
THM_00078_00310.tif,pv_thermal_inspection,train
THM_00078_00311.tif,pv_thermal_inspection,train
THM_00078_00312.tif,pv_thermal_inspection,train
THM_00078_00313.tif,pv_thermal_inspection,train
THM_00078_00314.tif,pv_thermal_inspection,train
THM_00078_00315.tif,pv_thermal_inspection,train
THM_00078_00316.tif,pv_thermal_inspection,train
THM_00078_00317.tif,pv_thermal_inspection,train
THM_00078_00318.tif,pv_thermal_inspection,train
THM_00078_00319.tif,pv_thermal_inspection,train
THM_00078_00320.tif,pv_thermal_inspection,train
THM_00078_00321.tif,pv_thermal_inspection,holdout
THM_00078_00322.tif,pv_thermal_inspection,train
THM_00078_00323.tif,pv_thermal_inspection,train
THM_00078_00324.tif,pv_thermal_inspection,train
THM_00078_00325.tif,pv_thermal_inspection,train
THM_00078_00326.tif,pv_thermal_inspection,train
THM_00078_00327.tif,pv_thermal_inspection,train
THM_00078_00328.tif,pv_thermal_inspection,train
THM_00078_00329.tif,pv_thermal_inspection,train
THM_00078_00330.tif,pv_thermal_inspection,train
THM_00078_00331.tif,pv_thermal_inspection,train
THM_00078_00332.tif,pv_thermal_inspection,train
THM_00078_00333.tif,pv_thermal_inspection,train
THM_00078_00334.tif,pv_thermal_inspection,holdout
THM_00078_00335.tif,pv_thermal_inspection,holdout
THM_00078_00336.tif,pv_thermal_inspection,train
THM_00078_00337.tif,pv_thermal_inspection,train
THM_00078_00338.tif,pv_thermal_inspection,train
THM_00078_00339.tif,pv_thermal_inspection,train
THM_00078_00340.tif,pv_thermal_inspection,train
THM_00078_00341.tif,pv_thermal_inspection,train
THM_00078_00342.tif,pv_thermal_inspection,train
THM_00078_00343.tif,pv_thermal_inspection,train
THM_00078_00344.tif,pv_thermal_inspection,train
THM_00078_00345.tif,pv_thermal_inspection,train
THM_00078_00346.tif,pv_thermal_inspection,train
THM_00078_00347.tif,pv_thermal_inspection,train
THM_00078_00348.tif,pv_thermal_inspection,train
THM_00078_00349.tif,pv_thermal_inspection,train
THM_00078_00350.tif,pv_thermal_inspection,train
THM_00078_00351.tif,pv_thermal_inspection,train
THM_00078_00352.tif,pv_thermal_inspection,train
THM_00078_00353.tif,pv_thermal_inspection,train
THM_00078_00354.tif,pv_thermal_inspection,train
THM_00078_00355.tif,pv_thermal_inspection,train
THM_00078_00356.tif,pv_thermal_inspection,train
THM_00078_00357.tif,pv_thermal_inspection,train
THM_00078_00358.tif,pv_thermal_inspection,train
THM_00078_00359.tif,pv_thermal_inspection,train
THM_00078_00360.tif,pv_thermal_inspection,train
THM_00078_00361.tif,pv_thermal_inspection,train
THM_00078_00362.tif,pv_thermal_inspection,train
THM_00078_00363.tif,pv_thermal_inspection,train
THM_00078_00364.tif,pv_thermal_inspection,train
THM_00078_00365.tif,pv_thermal_inspection,train
THM_00078_00366.tif,pv_thermal_inspection,train
THM_00078_00369.tif,pv_thermal_inspection,train
THM_00078_00370.tif,pv_thermal_inspection,train
THM_00078_00371.tif,pv_thermal_inspection,train
THM_00078_00372.tif,pv_thermal_inspection,train
THM_00078_00373.tif,pv_thermal_inspection,train
THM_00078_00374.tif,pv_thermal_inspection,train
THM_00078_00375.tif,pv_thermal_inspection,train
THM_00078_00376.tif,pv_thermal_inspection,train
THM_00078_00377.tif,pv_thermal_inspection,train
THM_00078_00378.tif,pv_thermal_inspection,train
THM_00078_00379.tif,pv_thermal_inspection,train
THM_00078_00380.tif,pv_thermal_inspection,train
THM_00078_00381.tif,pv_thermal_inspection,train
THM_00078_00382.tif,pv_thermal_inspection,train
THM_00078_00383.tif,pv_thermal_inspection,train
THM_00078_00384.tif,pv_thermal_inspection,train
THM_00078_00385.tif,pv_thermal_inspection,train
THM_00078_00386.tif,pv_thermal_inspection,train
THM_00078_00387.tif,pv_thermal_inspection,train
THM_00078_00388.tif,pv_thermal_inspection,train
THM_00078_00389.tif,pv_thermal_inspection,train
THM_00078_00390.tif,pv_thermal_inspection,train
THM_00078_00391.tif,pv_thermal_inspection,train
THM_00078_00392.tif,pv_thermal_inspection,train
THM_00078_00393.tif,pv_thermal_inspection,train
THM_00078_00394.tif,pv_thermal_inspection,train
THM_00078_00395.tif,pv_thermal_inspection,train
THM_00078_00396.tif,pv_thermal_inspection,train
THM_00078_00397.tif,pv_thermal_inspection,train
THM_00078_00398.tif,pv_thermal_inspection,train
THM_00078_00399.tif,pv_thermal_inspection,train
THM_00078_00400.tif,pv_thermal_inspection,train
THM_00078_00401.tif,pv_thermal_inspection,train
THM_00078_00402.tif,pv_thermal_inspection,train
THM_00078_00403.tif,pv_thermal_inspection,train
THM_00078_00404.tif,pv_thermal_inspection,train
THM_00078_00405.tif,pv_thermal_inspection,train
THM_00078_00406.tif,pv_thermal_inspection,train
THM_00078_00407.tif,pv_thermal_inspection,train
THM_00078_00408.tif,pv_thermal_inspection,train
THM_00078_00409.tif,pv_thermal_inspection,train
THM_00078_00410.tif,pv_thermal_inspection,train
THM_00078_00411.tif,pv_thermal_inspection,train
THM_00078_00412.tif,pv_thermal_inspection,train
THM_00078_00413.tif,pv_thermal_inspection,train
THM_00078_00414.tif,pv_thermal_inspection,train
THM_00078_00415.tif,pv_thermal_inspection,train
THM_00078_00416.tif,pv_thermal_inspection,train
THM_00078_00417.tif,pv_thermal_inspection,holdout
THM_00078_00418.tif,pv_thermal_inspection,train
THM_00078_00419.tif,pv_thermal_inspection,train
THM_00078_00420.tif,pv_thermal_inspection,train
THM_00078_00421.tif,pv_thermal_inspection,train
THM_00078_00422.tif,pv_thermal_inspection,train
THM_00078_00423.tif,pv_thermal_inspection,train
THM_00078_00424.tif,pv_thermal_inspection,train
THM_00078_00425.tif,pv_thermal_inspection,train
THM_00078_00426.tif,pv_thermal_inspection,train
THM_00078_00427.tif,pv_thermal_inspection,train
THM_00078_00428.tif,pv_thermal_inspection,train
THM_00078_00429.tif,pv_thermal_inspection,train
THM_00078_00430.tif,pv_thermal_inspection,holdout
THM_00078_00431.tif,pv_thermal_inspection,train
THM_00078_00432.tif,pv_thermal_inspection,train
THM_00078_00433.tif,pv_thermal_inspection,train
THM_00078_00434.tif,pv_thermal_inspection,train
THM_00078_00435.tif,pv_thermal_inspection,train
THM_00078_00436.tif,pv_thermal_inspection,train
THM_00078_00437.tif,pv_thermal_inspection,train
THM_00078_00438.tif,pv_thermal_inspection,train
THM_00078_00439.tif,pv_thermal_inspection,holdout
THM_00078_00440.tif,pv_thermal_inspection,train
THM_00078_00441.tif,pv_thermal_inspection,train
THM_00078_00442.tif,pv_thermal_inspection,train
THM_00078_00443.tif,pv_thermal_inspection,train
THM_00078_00444.tif,pv_thermal_inspection,train
THM_00078_00445.tif,pv_thermal_inspection,train
THM_00078_00446.tif,pv_thermal_inspection,train
THM_00078_00447.tif,pv_thermal_inspection,train
THM_00078_00448.tif,pv_thermal_inspection,train
THM_00078_00449.tif,pv_thermal_inspection,train
THM_00078_00450.tif,pv_thermal_inspection,train
THM_00078_00451.tif,pv_thermal_inspection,train
THM_00078_00452.tif,pv_thermal_inspection,train
THM_00078_00453.tif,pv_thermal_inspection,holdout
THM_00078_00454.tif,pv_thermal_inspection,train
THM_00078_00455.tif,pv_thermal_inspection,train
THM_00078_00456.tif,pv_thermal_inspection,train
THM_00078_00457.tif,pv_thermal_inspection,train
THM_00078_00458.tif,pv_thermal_inspection,train
THM_00078_00459.tif,pv_thermal_inspection,train
THM_00078_00460.tif,pv_thermal_inspection,train
THM_00078_00461.tif,pv_thermal_inspection,train
THM_00078_00462.tif,pv_thermal_inspection,train
THM_00078_00463.tif,pv_thermal_inspection,train
THM_00078_00464.tif,pv_thermal_inspection,train
THM_00078_00465.tif,pv_thermal_inspection,train
THM_00078_00466.tif,pv_thermal_inspection,train
THM_00078_00467.tif,pv_thermal_inspection,train
THM_00078_00468.tif,pv_thermal_inspection,train
THM_00078_00469.tif,pv_thermal_inspection,train
THM_00078_00470.tif,pv_thermal_inspection,train
THM_00078_00471.tif,pv_thermal_inspection,train
THM_00078_00472.tif,pv_thermal_inspection,train
THM_00078_00473.tif,pv_thermal_inspection,train
THM_00078_00474.tif,pv_thermal_inspection,train
THM_00078_00475.tif,pv_thermal_inspection,train
THM_00078_00476.tif,pv_thermal_inspection,holdout
THM_00078_00477.tif,pv_thermal_inspection,train
THM_00078_00478.tif,pv_thermal_inspection,train
THM_00078_00479.tif,pv_thermal_inspection,train
THM_00078_00480.tif,pv_thermal_inspection,train
THM_00078_00481.tif,pv_thermal_inspection,train
THM_00078_00482.tif,pv_thermal_inspection,train
THM_00078_00483.tif,pv_thermal_inspection,train
THM_00078_00484.tif,pv_thermal_inspection,train
THM_00078_00485.tif,pv_thermal_inspection,train
THM_00078_00486.tif,pv_thermal_inspection,train
THM_00078_00487.tif,pv_thermal_inspection,train
THM_00078_00488.tif,pv_thermal_inspection,train
THM_00078_00489.tif,pv_thermal_inspection,train
THM_00078_00490.tif,pv_thermal_inspection,train
THM_00078_00491.tif,pv_thermal_inspection,train
THM_00078_00492.tif,pv_thermal_inspection,train
THM_00078_00493.tif,pv_thermal_inspection,train
THM_00078_00494.tif,pv_thermal_inspection,train
THM_00078_00495.tif,pv_thermal_inspection,train
THM_00078_00496.tif,pv_thermal_inspection,train
THM_00078_00497.tif,pv_thermal_inspection,train
THM_00078_00498.tif,pv_thermal_inspection,train
THM_00078_00499.tif,pv_thermal_inspection,train
THM_00078_00500.tif,pv_thermal_inspection,train
THM_00078_00501.tif,pv_thermal_inspection,train
THM_00078_00502.tif,pv_thermal_inspection,train
THM_00078_00503.tif,pv_thermal_inspection,train
THM_00078_00504.tif,pv_thermal_inspection,train
THM_00078_00505.tif,pv_thermal_inspection,train
THM_00078_00506.tif,pv_thermal_inspection,train
THM_00078_00507.tif,pv_thermal_inspection,train
THM_00078_00508.tif,pv_thermal_inspection,holdout
THM_00078_00509.tif,pv_thermal_inspection,train
THM_00078_00510.tif,pv_thermal_inspection,train
THM_00078_00511.tif,pv_thermal_inspection,train
THM_00078_00512.tif,pv_thermal_inspection,train
THM_00078_00513.tif,pv_thermal_inspection,train
THM_00078_00514.tif,pv_thermal_inspection,train
THM_00078_00515.tif,pv_thermal_inspection,train
THM_00078_00516.tif,pv_thermal_inspection,train
THM_00078_00517.tif,pv_thermal_inspection,holdout
THM_00078_00518.tif,pv_thermal_inspection,holdout
THM_00078_00519.tif,pv_thermal_inspection,train
THM_00078_00520.tif,pv_thermal_inspection,train
THM_00078_00521.tif,pv_thermal_inspection,train
THM_00078_00522.tif,pv_thermal_inspection,train
THM_00078_00523.tif,pv_thermal_inspection,train
THM_00078_00524.tif,pv_thermal_inspection,train
THM_00078_00525.tif,pv_thermal_inspection,train
THM_00078_00526.tif,pv_thermal_inspection,holdout
THM_00078_00527.tif,pv_thermal_inspection,holdout
THM_00078_00528.tif,pv_thermal_inspection,train
THM_00078_00529.tif,pv_thermal_inspection,train
THM_00078_00530.tif,pv_thermal_inspection,train
THM_00078_00531.tif,pv_thermal_inspection,train
THM_00078_00532.tif,pv_thermal_inspection,train
THM_00078_00533.tif,pv_thermal_inspection,train
THM_00078_00534.tif,pv_thermal_inspection,train
THM_00078_00535.tif,pv_thermal_inspection,train
THM_00078_00536.tif,pv_thermal_inspection,train
THM_00078_00537.tif,pv_thermal_inspection,train
THM_00078_00538.tif,pv_thermal_inspection,train
THM_00078_00539.tif,pv_thermal_inspection,train
THM_00078_00540.tif,pv_thermal_inspection,train
THM_00078_00541.tif,pv_thermal_inspection,train
THM_00078_00542.tif,pv_thermal_inspection,train
THM_00078_00543.tif,pv_thermal_inspection,train
THM_00078_00544.tif,pv_thermal_inspection,train
THM_00078_00545.tif,pv_thermal_inspection,train
THM_00078_00546.tif,pv_thermal_inspection,holdout
THM_00078_00547.tif,pv_thermal_inspection,train
THM_00078_00548.tif,pv_thermal_inspection,train
THM_00078_00549.tif,pv_thermal_inspection,train
THM_00078_00550.tif,pv_thermal_inspection,train
THM_00078_00551.tif,pv_thermal_inspection,train
THM_00078_00555.tif,pv_thermal_inspection,train
THM_00078_00556.tif,pv_thermal_inspection,train
THM_00078_00557.tif,pv_thermal_inspection,train
THM_00078_00558.tif,pv_thermal_inspection,holdout
THM_00078_00559.tif,pv_thermal_inspection,train
THM_00078_00560.tif,pv_thermal_inspection,train
THM_00078_00561.tif,pv_thermal_inspection,holdout
THM_00078_00562.tif,pv_thermal_inspection,train
THM_00078_00563.tif,pv_thermal_inspection,train
THM_00078_00564.tif,pv_thermal_inspection,train
THM_00078_00565.tif,pv_thermal_inspection,train
THM_00078_00566.tif,pv_thermal_inspection,train
THM_00078_00567.tif,pv_thermal_inspection,train
THM_00078_00568.tif,pv_thermal_inspection,train
THM_00078_00569.tif,pv_thermal_inspection,train
THM_00078_00570.tif,pv_thermal_inspection,train
THM_00078_00571.tif,pv_thermal_inspection,train
THM_00078_00572.tif,pv_thermal_inspection,train
THM_00078_00573.tif,pv_thermal_inspection,train
THM_00078_00574.tif,pv_thermal_inspection,train
THM_00078_00575.tif,pv_thermal_inspection,train
THM_00078_00576.tif,pv_thermal_inspection,train
THM_00078_00577.tif,pv_thermal_inspection,train
THM_00078_00578.tif,pv_thermal_inspection,train
THM_00078_00579.tif,pv_thermal_inspection,train
THM_00078_00580.tif,pv_thermal_inspection,train
THM_00078_00581.tif,pv_thermal_inspection,train
THM_00078_00582.tif,pv_thermal_inspection,train
THM_00078_00583.tif,pv_thermal_inspection,train
THM_00078_00584.tif,pv_thermal_inspection,train
THM_00078_00585.tif,pv_thermal_inspection,train
THM_00078_00586.tif,pv_thermal_inspection,train
THM_00078_00587.tif,pv_thermal_inspection,holdout
THM_00078_00588.tif,pv_thermal_inspection,train
THM_00078_00589.tif,pv_thermal_inspection,holdout
THM_00078_00590.tif,pv_thermal_inspection,train
THM_00078_00591.tif,pv_thermal_inspection,train
THM_00078_00592.tif,pv_thermal_inspection,train
THM_00078_00593.tif,pv_thermal_inspection,train
THM_00078_00594.tif,pv_thermal_inspection,train
THM_00078_00595.tif,pv_thermal_inspection,train
THM_00078_00596.tif,pv_thermal_inspection,train
THM_00078_00597.tif,pv_thermal_inspection,train
THM_00078_00598.tif,pv_thermal_inspection,train
THM_00078_00599.tif,pv_thermal_inspection,holdout
THM_00078_00600.tif,pv_thermal_inspection,train
THM_00078_00601.tif,pv_thermal_inspection,train
THM_00078_00602.tif,pv_thermal_inspection,train
THM_00078_00603.tif,pv_thermal_inspection,train
THM_00078_00604.tif,pv_thermal_inspection,train
THM_00078_00605.tif,pv_thermal_inspection,train
THM_00078_00606.tif,pv_thermal_inspection,train
THM_00078_00607.tif,pv_thermal_inspection,train
THM_00078_00608.tif,pv_thermal_inspection,train
THM_00078_00609.tif,pv_thermal_inspection,train
THM_00078_00610.tif,pv_thermal_inspection,train
THM_00078_00611.tif,pv_thermal_inspection,train
THM_00078_00612.tif,pv_thermal_inspection,train
THM_00078_00613.tif,pv_thermal_inspection,train
THM_00078_00614.tif,pv_thermal_inspection,train
THM_00078_00615.tif,pv_thermal_inspection,train
THM_00078_00616.tif,pv_thermal_inspection,holdout
THM_00078_00617.tif,pv_thermal_inspection,train
THM_00078_00618.tif,pv_thermal_inspection,train
THM_00078_00619.tif,pv_thermal_inspection,train
THM_00078_00620.tif,pv_thermal_inspection,holdout
THM_00078_00621.tif,pv_thermal_inspection,train
THM_00078_00622.tif,pv_thermal_inspection,train
THM_00078_00623.tif,pv_thermal_inspection,holdout
THM_00078_00624.tif,pv_thermal_inspection,train
THM_00078_00625.tif,pv_thermal_inspection,train
THM_00078_00626.tif,pv_thermal_inspection,train
THM_00078_00627.tif,pv_thermal_inspection,train
THM_00078_00628.tif,pv_thermal_inspection,train
THM_00078_00629.tif,pv_thermal_inspection,train
THM_00078_00630.tif,pv_thermal_inspection,train
THM_00078_00631.tif,pv_thermal_inspection,holdout
